Name, City, State, Stars, Category, Review Count
Hummus Fresh, Reno, NV, 4.0, Mediterranean, 90
Church's Chicken, Tampa, FL, 1.5, Fast Food, 9
Zoe's Kitchen, Glen Mills, PA, 4.5, Mediterranean, 71
Domino's Pizza, Boyertown, PA, 2.0, Italian, 5
Golden Rotisserie, Sparks, NV, 4.0, American, 29
Hammerstone's, Saint Louis, MO, 3.5, American, 174
Gold 'N Silver Inn, Reno, NV, 3.5, American, 520
RJ's Replays, Tucson, AZ, 3.5, American, 77
IHOP, Hermitage, TN, 2.0, American, 75
That's Amore Pizzeria, Metairie, LA, 4.5, Italian, 379
Jimmy John's, St. Charles, MO, 2.5, Fast Food, 19
Little Italy, Nashville, TN, 4.0, Italian, 5
China King, Wood River, IL, 3.0, Chinese, 8
Tres Bonne Cuisine, Boise, ID, 4.0, American, 13
Frothy Monkey, Nashville, TN, 4.0, American, 988
Arby's, Avon, IN, 2.5, Fast Food, 10
Wendy's, Nashville, TN, 1.5, Fast Food, 58
Culver's, Collinsville, IL, 3.0, Fast Food, 21
Baja Fresh, Meridian, ID, 3.0, Fast Food, 35
Big Cheese Pizza, Glen Mills, PA, 3.5, Italian, 24
Walk-On's Sports Bistreaux - New Orleans, New Orleans, LA, 3.5, Cajun/Creole, 508
Wendy's, Bridgeton, MO, 1.5, Fast Food, 6
Tios Mexican Restaurant, Indianapolis, IN, 4.5, Mexican, 13
Banh Mi Boys, New Orleans, LA, 4.5, Vietnamese, 8
Cava, New Orleans, LA, 4.0, Cajun/Creole, 85
TAP Thai Cuisine, Santa Barbara, CA, 3.5, Thai, 332
China Wok, Palm Harbor, FL, 4.0, Chinese, 28
Burger King, Medford, NJ, 1.0, Fast Food, 20
Fresco Pizza Grill, Newtown Square, PA, 3.0, Italian, 106
Chico's Bar & Grill, Wood River, IL, 4.0, American, 5
The Golden Tequila Mexican Restaurant, New Port Richey, FL, 3.5, Mexican, 21
Fattoush Cafe, Nashville, TN, 4.0, Mediterranean, 140
McDonald's, Philadelphia, PA, 1.5, Fast Food, 23
The Hedgehog Grill, King of Prussia, PA, 5.0, Mexican, 7
Mousetrap Bar & Grill, Indianapolis, IN, 4.0, American, 90
Goodfella's New York Italian Deli, Glassboro, NJ, 4.5, American, 21
Lion's Choice, St. Louis, MO, 4.5, Fast Food, 10
Alessandros Pizza & Grill, Philadelphia, PA, 3.5, Italian, 26
Twin Peaks, Metairie, LA, 2.5, American, 86
El Palenque Mexican Restaurant and Cantina, Ferguson, MO, 3.0, Mexican, 15
Pho Ngan, Tucson, AZ, 4.0, Vietnamese, 77
Naruto Sushi, Sicklerville, NJ, 4.5, Japanese, 140
Gavi Italian Restaurant, Tucson, AZ, 3.5, Italian, 15
612 Kitchen & Cocktails, Kirkwood, MO, 3.5, American, 127
Taco Bell, Tampa, FL, 1.5, Fast Food, 45
Not Just Pizza, Philadelphia, PA, 3.0, Italian, 62
Scordato's Pizzeria, Tucson, AZ, 4.0, Italian, 465
Zaxby's Chicken Fingers & Buffalo Wings, New Port Richey, FL, 4.5, Fast Food, 21
Moo, New Hope, PA, 4.5, Fast Food, 174
Five Guys, Meridian, ID, 3.5, Fast Food, 72
The Boom Boom Room, St. Louis, MO, 4.0, American, 90
La Costenita, Indianapolis, IN, 3.5, Mexican, 9
Rare Form, New Orleans, LA, 4.0, Cajun/Creole, 54
Silk Cuisine, Bryn Mawr, PA, 4.0, Chinese, 96
La Mini Super Market, Tampa, FL, 5.0, Mexican, 6
Kalaya, Philadelphia, PA, 4.5, Thai, 272
Embermill, Santa Barbara, CA, 4.5, Caribbean, 211
El Mojito Mexican Restaurant, Nashville, TN, 4.0, Mexican, 44
PlantPure Cafe, Philadelphia, PA, 4.5, Fast Food, 59
Tucker's Place, Saint Louis, MO, 4.0, American, 433
Trattoria Alla Costiera, Philadelphia, PA, 3.0, Italian, 19
Milano's Pizza & Pasta, Nashville, TN, 1.5, Italian, 28
Moe's Southwest Grill, Plant City, FL, 1.5, Mexican, 28
KFC, Tucson, AZ, 1.0, Fast Food, 16
Nourish by Hollyberry, Saint Louis, MO, 4.0, American, 14
First Wok, Southampton, PA, 3.0, Chinese, 16
Popeyes Fried Chicken, Saint Petersburg, FL, 1.0, Fast Food, 5
Hotcakes Emporium Pancake House & Restaurant, Avon, IN, 3.5, American, 35
Old School Burgers, Dogs & Shakes, Willow Grove, PA, 4.5, Fast Food, 141
Tokyo Japanese Steakhouse & Sushi Bar, Riverview, FL, 3.5, Japanese, 31
China Wok, Madison, TN, 3.5, Chinese, 49
Chap's Taproom, Eagleville, PA, 3.5, American, 100
Tre Fratelli, Langhorne, PA, 4.0, Italian, 51
Shack Breakfast & Lunch, Valley Park, MO, 4.5, American, 459
Beef 'O' Brady's -  Oldsmar, Oldsmar, FL, 3.5, American, 20
Domino's Pizza, Tucson, AZ, 2.5, Italian, 9
Sam's Sports Grill, Hendersonville, TN, 3.5, American, 125
Josephine Estelle, New Orleans, LA, 4.0, Italian, 364
Taste Of The Islands Restaurant, St. Petersburg, FL, 3.5, Caribbean, 13
Yamato Sushi & Hibachi Express, Brownsburg, IN, 4.0, Japanese, 58
Blaze Pizza, Carmel, IN, 4.0, Fast Food, 221
The Red Onion, Belleville, IL, 2.0, American, 8
Balise Tavern, New Orleans, LA, 4.0, American, 188
Crazy Cajuns Fish Shack, Meraux, LA, 3.0, Cajun/Creole, 13
Bento Asian Bistro, Indianapolis, IN, 4.0, Japanese, 170
Hong Kong Chinese Restaurant, Lebanon, IL, 5.0, Chinese, 9
Tre Famiglia, Haddonfield, NJ, 4.0, Italian, 224
Irish 31 - Wiregrass, Wesley Chapel, FL, 3.5, American, 123
Taqueria Mexico Lindo, Norristown, PA, 4.5, Mexican, 24
Fox Fire, St. Louis, MO, 3.0, American, 7
Italian Kitchen, Philadelphia, PA, 3.0, Italian, 24
Carniceria los Vaqueros, Tucson, AZ, 4.5, Mexican, 63
Cup It Up American Grill, Tucson, AZ, 3.5, American, 9
Bourbon Street Cafe & Grill, Tampa, FL, 2.5, American, 7
Dim Sum Factory - Horsham, Horsham, PA, 4.0, Chinese, 162
Andreotti's Viennese Cafe, Cherry Hill, NJ, 3.0, Italian, 16
La Blanca Nieves, Indianapolis, IN, 3.5, Fast Food, 24
Taco Bell, Fairview Heights, IL, 3.0, Fast Food, 12
IHOP, New Orleans, LA, 2.0, American, 60
James Restaurant & Bar, Philadelphia, PA, 3.5, American, 198
QDOBA Mexican Eats, Tampa, FL, 3.0, Fast Food, 17
Maki of Japan, Philadelphia, PA, 2.5, Chinese, 20
Sushi Thai by Samran, Belleville, IL, 4.5, Thai, 53
Bella Rosa Italian Eatery, West Bradford Township, PA, 3.0, Italian, 27
Bonfire Mongolian Grill, Hendersonville, TN, 3.0, Japanese, 31
Pickleman's Gourmet Cafe, Clayton, MO, 3.5, American, 41
Mound City Sandwich Shop, Saint Louis, MO, 4.5, Fast Food, 20
A Little Slice of New York, Camden, NJ, 3.5, Italian, 22
Jersey Mike's Subs, Carpinteria, CA, 2.5, Fast Food, 15
McDonald's, Gilbertsville, PA, 1.5, Fast Food, 15
Ristorante Luca, Southampton, PA, 4.5, Italian, 49
McDonald's, Goodlettsville, TN, 2.0, Fast Food, 15
Wendy's, St.Petersburg, FL, 2.0, Fast Food, 13
West End Cafe, Nashville, TN, 3.5, American, 113
Sonic Drive-In, Saint Charles, MO, 2.0, Fast Food, 22
Little Caesars, Reno, NV, 1.5, Italian, 33
Bamboo Bistro, Swarthmore, PA, 4.0, Chinese, 91
Randazzo's Pizzeria, Philadelphia, PA, 4.0, Italian, 153
Jimmy John's, University City, MO, 2.5, Fast Food, 45
Reading Room Restaurant, Saint Petersburg, FL, 4.5, Italian, 109
The Toros, Brownsburg, IN, 2.5, Mexican, 49
Tony's Place Bar & Grill, Ivyland, PA, 3.5, American, 184
Cajun Jerky and Meats, New Orleans, LA, 4.5, Cajun/Creole, 6
CAVA, Philadelphia, PA, 4.0, Mediterranean, 106
Rayaki - Cherry Hill, Cherry Hill, NJ, 4.0, Japanese, 316
Miguel's Mexican Food, Reno, NV, 4.0, Mexican, 500
Elements, Indianapolis, IN, 4.0, American, 9
Lincoln Square Pancake House, Indianapolis, IN, 4.0, American, 118
PDR, New Orleans, LA, 4.5, American, 12
Burger King, Metairie, LA, 2.5, Fast Food, 6
Triangle Tavern, Philadelphia, PA, 4.0, American, 216
China Bamboo, Tucson, AZ, 4.0, Chinese, 113
Thinh An Kitchen & Tofu, Tampa, FL, 4.5, Vietnamese, 768
Chinese Gourmet, Florissant, MO, 4.0, Chinese, 10
Empire Szechuan, Philadelphia, PA, 3.5, Chinese, 7
Friendly's, Cherry Hill, NJ, 2.0, American, 33
Empire Diner, Lansdowne, PA, 3.0, American, 98
The Blind Onion Pizza & Pub, Sparks, NV, 3.5, Italian, 314
Wet Hen Cafe, Reno, NV, 4.5, American, 484
Chick-fil-A, Belleville, IL, 4.0, Fast Food, 37
Lucky Wishbone, Tucson, AZ, 3.0, American, 77
Pronto Pizza, Sewell, NJ, 3.5, Italian, 28
Taco Bell, Gallatin, TN, 2.0, Fast Food, 20
Perfect Crab, Sicklerville, NJ, 3.5, Cajun/Creole, 6
Ota-Ya Japanese Restaurant, Newtown, PA, 4.0, Japanese, 63
Saladworks, Wayne, PA, 3.0, American, 34
Fo Cheezy Twisted Meltz, St. Petersburg, FL, 4.5, American, 8
The Dutch Eatery & Refuge, Tucson, AZ, 3.5, American, 232
Coco's West Italian Restaurant, Nashville, TN, 3.0, Italian, 45
China House, Wynnewood, PA, 3.5, Chinese, 19
Cock 'n Bull Restaurant, Lahaska, PA, 2.5, American, 280
Nephew's Grille, Florissant, MO, 3.0, American, 20
Papa Roux Toux, Indianapolis, IN, 4.0, Cajun/Creole, 48
Nakaya Japanese Bistro, Tampa, FL, 4.0, Japanese, 54
Saigon Quy-Bau Restaurant, Philadelphia, PA, 4.0, Chinese, 17
In-N-Out Burger, Tucson, AZ, 4.0, Fast Food, 181
Burger King, St. Louis, MO, 2.0, Fast Food, 9
Burger Me!, Reno, NV, 4.0, Fast Food, 207
Honey Baked Ham Company, Wesley Chapel, FL, 3.5, American, 11
Yesterday's, Saint Louis, MO, 3.5, American, 35
Green Land Restaurant, Temple Terrace, FL, 4.0, Mediterranean, 78
Jerusalem Foods, Philadelphia, PA, 4.5, Mediterranean, 19
Pita's Republic, Tampa, FL, 3.5, Mediterranean, 6
Paradise Store & Grill, Santa Barbara, CA, 4.0, American, 27
Pinellas Grill, Pinellas Park, FL, 4.0, American, 31
Cheddar's Scratch Kitchen, Tampa, FL, 3.5, American, 243
Little Pete's Restaurant, Philadelphia, PA, 4.0, American, 147
Joto's Pizza - Belcher, Pinellas Park, FL, 4.0, Italian, 29
La Fiesta Mexican Store, Tampa, FL, 4.5, Mexican, 30
Anthony's Pizza, Sewell, NJ, 4.0, American, 26
Arby's Roast Beef Restaurant, Hermitage, TN, 2.5, Fast Food, 11
Twisted Fork, Reno, NV, 4.5, American, 941
Carrabba's Italian Grill, St. Petersburg, FL, 3.5, Italian, 133
Egg Haven Cafe, St. Petersburg, FL, 5.0, American, 15
Frankie Ann's, Philadelphia, PA, 2.5, American, 53
Bistro Di Marino, Sewell, NJ, 4.0, Italian, 41
Latino Supermarket, Valrico, FL, 3.5, American, 51
Krispy Krunchy Chicken, Wilmington, DE, 2.5, Fast Food, 5
Panda Express, Gallatin, TN, 2.0, Chinese, 32
Little Mexico Steakhouse, Tucson, AZ, 3.0, Mexican, 104
Domino's Pizza, Reno, NV, 2.5, Italian, 63
Pappa's Pub & Grill, Upper Chichester, PA, 3.0, American, 24
LongHorn Steakhouse, Indianapolis, IN, 3.5, American, 80
Trip's Diner, St. Petersburg, FL, 4.0, American, 489
Taste Of The World, New Hope, PA, 4.5, American, 36
McKenzie Brew House, Malvern, PA, 3.0, American, 211
KFC, Brownsburg, IN, 1.5, Fast Food, 8
275 Hill, Reno, NV, 2.5, American, 29
McDonald's, Meridian, ID, 2.0, Fast Food, 18
Marinas Pizza & Pasta, Tampa, FL, 4.0, Italian, 100
New China, New Orleans, LA, 4.0, Chinese, 101
Cuisine To Go, Exton, PA, 2.0, Italian, 17
Wilko, Tucson, AZ, 3.5, American, 243
Burger King, Plant City, FL, 1.5, Fast Food, 15
Apps & Tapps, Palm Harbor, FL, 3.0, American, 27
Casa Nostra, Marlton, NJ, 4.0, Italian, 31
Annamarie's Place, Royersford, PA, 4.5, American, 326
Great Wall China, Tucson, AZ, 3.0, Chinese, 135
Moe's Southwest Grill, Mt. Laurel, NJ, 2.5, Mexican, 67
St. Charles Noodle, New Orleans, LA, 4.0, Chinese, 25
Jersey Mike's Subs, Tucson, AZ, 3.5, Fast Food, 10
Dairy Queen Grill & Chill, Temple Terrace, FL, 3.0, Fast Food, 31
Hardee's, Fishers, IN, 4.0, Fast Food, 15
Gallagher's Country Tavern, Spring City, PA, 3.5, American, 7
Nonna Mia Cafe & Pizzeria, New Orleans, LA, 3.5, Italian, 294
Subway, Clearwater, FL, 3.0, Fast Food, 9
Burger King, Tampa, FL, 2.0, Fast Food, 18
PadChili, Philadelphia, PA, 3.5, Chinese, 27
El Pollo Loco, Goleta, CA, 2.0, Fast Food, 30
Ryan's, Madison, TN, 2.0, American, 25
Big Shake's Hot Chicken & Fish, Franklin, TN, 4.0, American, 411
Cafe Europa, Largo, FL, 4.5, American, 10
Milagros Cafe, Tucson, AZ, 3.5, Mexican, 10
Wayback Burgers, Avondale, PA, 2.5, American, 20
Pho Bang, Metairie, LA, 4.0, Vietnamese, 55
Smashburger, Philadelphia, PA, 2.5, Fast Food, 28
Mangiamo Pizzeria & Grill, Bensalem, PA, 3.0, Italian, 29
Philadelphia Soft Pretzels Inc, Philadelphia, PA, 5.0, American, 6
Chatayee Thai, Philadelphia, PA, 4.5, Thai, 222
Sam's Gyros and Seafood, Saint Petersburg, FL, 4.5, Cajun/Creole, 9
Mi Familia, Mantua, NJ, 3.0, Italian, 25
The Simple Greek, Wayne, PA, 4.5, Mediterranean, 36
Little Anthony's Pizza & Grille, Coatesville, PA, 4.0, Italian, 34
The Carversville Inn, Carversville, PA, 3.5, American, 72
Figo, Philadelphia, PA, 3.0, Italian, 33
Taqueria Y Raspados Jason, Tucson, AZ, 4.5, Mexican, 69
Stuph'D Beignets & Burgers, New Orleans, LA, 4.5, American, 89
La Cena Ristorante, Bensalem, PA, 3.5, Italian, 71
That's Amore Pizzeria Chicago Wood & Fire, New Orleans, LA, 4.0, Italian, 62
Quiznos, Reno, NV, 3.0, Fast Food, 9
Great Basin Brewing - Reno, Reno, NV, 4.0, American, 668
Popeyes Louisiana Kitchen, Seffner, FL, 2.0, Fast Food, 22
Pho Cafe Hong Kong Diner, Reno, NV, 3.0, Chinese, 239
Stacks Pancake House & Grill, Plainfield, IN, 4.0, American, 76
Dock Street Brewery, Philadelphia, PA, 4.0, American, 549
Reginelli's Pizzeria, New Orleans, LA, 4.0, Italian, 75
Taqueria Gonzalez, Tampa, FL, 5.0, Mexican, 13
Buona Ristorante, St Pete Beach, FL, 4.5, Italian, 10
Chadds Ford Tavern, Chadds Ford, PA, 3.5, American, 8
Cajun Cabin, New Orleans, LA, 3.0, Cajun/Creole, 61
Flatiron, Indianapolis, IN, 4.5, American, 15
Buffalo Wild Wings, Riverview, FL, 2.5, American, 158
The Country Club, New Orleans, LA, 4.0, Cajun/Creole, 558
Juanitas Restaurant, Clearwater, FL, 3.5, Mexican, 5
Bo Ne Restaurant, Woodbury, NJ, 4.5, Vietnamese, 212
Chick-fil-A, Nashville, TN, 2.0, Fast Food, 36
Pierogi Grill, Clearwater, FL, 4.0, American, 333
Taqueria La Costena, Tampa, FL, 2.5, Mexican, 10
Toni Rigatonis, Reno, NV, 4.0, Italian, 89
Who Dat's, Columbia, IL, 4.0, Cajun/Creole, 65
Ploy Siam, Westampton, NJ, 4.5, Thai, 70
Fable Lounge, Nashville, TN, 4.5, American, 72
The Pub Nashville, Nashville, TN, 3.5, American, 545
The Family Wash, Nashville, TN, 4.0, American, 86
SideBern's, Tampa, FL, 4.0, American, 82
Wayback Burgers, Reno, NV, 3.5, American, 46
Peking Media, MEDIA, PA, 3.5, Chinese, 138
Helium Comedy Club, Philadelphia, PA, 3.5, American, 352
360 Wine Bar Bistro, Nashville, TN, 3.5, American, 141
Laguna Miramare, West Chester, PA, 3.5, Italian, 35
Lost Shack, Boise, ID, 4.0, Japanese, 37
Carl's Jr, Reno, NV, 2.0, Fast Food, 55
McDonald's, Riverview, FL, 1.5, Fast Food, 13
China in Bombay, Ballwin, MO, 3.5, Chinese, 72
Fortune Cookie Restaurant, Tucson, AZ, 3.5, Chinese, 53
Wendy's, Nashville, TN, 1.0, Fast Food, 7
Mama Mel's Pizzeria, Saint Louis, MO, 4.5, Italian, 41
Jano's The Italian Pizza, Drexel Hill, PA, 3.0, Italian, 35
The Farmhouse, Cherry Hill, NJ, 3.5, American, 53
Gia's Blue Water Taqueria, Madeira Beach, FL, 5.0, Mexican, 30
Nam Phuong Bistro, Ardmore, PA, 4.0, Vietnamese, 103
Kalbi Taco Shack, St Louis, MO, 4.5, Mexican, 190
Cloud 9 Brewery, Boise, ID, 4.0, American, 215
Bertucci's Italian Restaurant, Marlton, NJ, 3.0, Italian, 60
The Philly Special, Nashville, TN, 3.0, American, 7
McDonald's, Mount Ephraim, NJ, 2.0, Fast Food, 23
East End Alehouse, Harleysville, PA, 3.5, American, 6
Rice Bowl, Valrico, FL, 4.5, Thai, 108
Uno Pizzeria & Grill, Exton, PA, 3.5, American, 56
China Wok, Indianapolis, IN, 3.0, Chinese, 21
Hardee's, Saint Louis, MO, 3.5, Fast Food, 12
SideKicks Cafe, Madison, TN, 4.5, American, 124
Fat Bottom Brewing, Nashville, TN, 4.0, American, 254
Schottzie's Bar & Grill, Saint Louis, MO, 3.5, American, 55
Hardee's, Springfield, TN, 2.0, Fast Food, 9
Golden Pancake, St Louis, MO, 3.5, American, 165
Petos, Indianapolis, IN, 5.0, Mediterranean, 100
China Wok Express, Saint Louis, MO, 2.5, Chinese, 25
Mexicali Grill, Franklin, TN, 3.0, Mexican, 10
Nam Son, Philadelphia, PA, 4.0, Vietnamese, 114
Giovanni Ristorante, Nashville, TN, 3.5, Italian, 152
Costco Food Court, Goleta, CA, 4.0, Fast Food, 64
Arnaud's French 75 Bar, New Orleans, LA, 4.5, Cajun/Creole, 468
Sockeye Brewing, Boise, ID, 4.0, American, 118
Famous Sam's, Tucson, AZ, 2.5, American, 35
Gino's Burgers and Chicken, Bensalem, PA, 2.5, Fast Food, 15
Wow Wings, Philadelphia, PA, 3.5, American, 18
El Limon Skippack, Schwenksville, PA, 4.0, Mexican, 25
The Naked Olive, Kennett Square, PA, 5.0, Italian, 38
Three Legged Dog, New Orleans, LA, 4.0, American, 255
Lolis Mexican Cravings, Tampa, FL, 4.5, Mexican, 110
Los Gorditos Lounge, Valrico, FL, 3.0, Caribbean, 22
Salerno's, Tampa, FL, 4.0, Italian, 57
Contemporary Art Museum St Louis, Saint Louis, MO, 3.5, American, 52
Lam's Garden, Granite City, IL, 3.0, Chinese, 12
Chile Y Limón, Indianapolis, IN, 4.0, Mexican, 76
Jimmy John's, Nashville, TN, 3.0, Fast Food, 16
Waffle House, Metairie, LA, 3.0, American, 18
Margaritaville, New Orleans, LA, 3.0, American, 159
Mini Mart, Nashville, TN, 4.5, Mexican, 21
Thunder Canyon Brewery, Tucson, AZ, 2.5, American, 7
Camila's Pizzeria III, Feasterville Trevose, PA, 2.5, American, 7
Pizza Hut, Tampa, FL, 2.0, Italian, 37
Sabine's Gout Creole, Tampa, FL, 4.5, Caribbean, 12
Thai BBQ, Arnold, MO, 4.5, Thai, 19
Sushi | Bar Montecito, Montecito, CA, 4.5, Japanese, 84
Hing Wah Chop Suey, Wood River, IL, 4.0, Chinese, 9
Stella Mare's, Santa Barbara, CA, 4.5, American, 477
Carrabba's Italian Grill, Brandon, FL, 3.5, Italian, 170
Amigo Joe's, Saint Louis, MO, 3.5, Mexican, 261
Terrain At Styers, Glen Mills, PA, 4.0, American, 326
Carson’s, Saint Louis, MO, 2.5, American, 50
Si-Am Thai, Tampa, FL, 4.0, Thai, 202
Gina's Grill, Indianapolis, IN, 4.5, American, 28
R Italian Market, Greenwood, IN, 5.0, American, 10
Cap'ns Corner, Woodbury, NJ, 4.0, American, 27
Satsuma Café, New Orleans, LA, 4.0, American, 365
Pizza Hut, Saint Louis, MO, 3.0, Italian, 10
Subway, Tampa, FL, 2.0, Fast Food, 10
Level Up Bar & Lounge, Philadelphia, PA, 3.5, American, 5
Bottle Bar East, Philadelphia, PA, 4.0, American, 271
TENN, Nashville, TN, 4.0, American, 45
Tong Phoon Thai Restaurant, Fairview Heights, IL, 4.0, Thai, 109
Rim Asian Bistro, Reno, NV, 3.0, Chinese, 425
Tortas El Mariachi, Reno, NV, 4.5, Mexican, 12
Veekoo, Berwyn, PA, 4.0, Chinese, 113
The Chocolate Covered Strawberry, Gallatin, TN, 4.5, Italian, 84
Home Cuban Cafe, Philadelphia, PA, 4.5, Caribbean, 19
John P Fields, Clayton, MO, 3.5, American, 63
Autana Authentic Venezuelan Food, Ardmore, PA, 5.0, American, 53
Hazys Bar & Grill, Feasterville, PA, 3.5, American, 6
Campione's Taste of Chicago, Goodlettsville, TN, 4.5, Italian, 51
Skippack Village Italian Market, Skippack Village, PA, 4.5, Italian, 83
Trang Viet Cuisine, Tampa, FL, 4.0, Vietnamese, 213
Cafe Rani Bistro & Wine, New Orleans, LA, 3.5, American, 57
Hill Top Pizza, Pottstown, PA, 3.5, Italian, 47
Coco's Italian Market, Nashville, TN, 4.0, Italian, 543
Taqueria El Dollar, Nashville, TN, 5.0, Mexican, 8
sweetgreen, Ardmore, PA, 3.5, American, 139
Harold Seltzer's Steak House, Saint Petersburg, FL, 3.5, American, 302
Seymours Restaurant and Bar, River Ridge, LA, 3.5, American, 12
Peking Palace & Sushi Bar, Franklin, TN, 4.0, Chinese, 142
Zita's La Pizzeria, Metairie, LA, 3.5, Italian, 61
Thai Mint, New Orleans, LA, 4.0, Thai, 168
Buca di Beppo Italian Restaurant, Indianapolis, IN, 3.0, Italian, 352
Latin American Restaurant, Camden, NJ, 4.5, American, 19
Raz'z Bar & Grill, Nashville, TN, 3.5, Cajun/Creole, 59
Viet Kitchen, Tampa, FL, 4.5, Vietnamese, 109
St. Louis Brewmasters Tap Room, Saint Louis, MO, 2.5, American, 89
Union Baking Co, Carmel, IN, 4.5, American, 15
Sun Ray Grill, New Orleans, LA, 3.5, American, 81
La Mia Toscana, Tucson, AZ, 3.0, Italian, 43
My Big Fat Greek Restaurant, Tucson, AZ, 4.0, Mediterranean, 7
Java Downtown Boise, Boise, ID, 4.0, American, 86
Toscos Italian Delight, Red Hill, PA, 4.5, Italian, 20
Fresco Cafe, Santa Barbara, CA, 4.0, Italian, 278
Filomena Lakeview, Woodbury, NJ, 4.0, Italian, 217
ABC Market, Tucson, AZ, 4.0, Chinese, 13
Daddy's Tacos NV, Sparks, NV, 5.0, Mexican, 63
Stef's Pizza - Zumbehl Rd, Saint Charles, MO, 3.5, Italian, 53
China House Chinese Kitchen, Wilmington, DE, 3.0, Chinese, 10
Taco Bell, Lutz, FL, 2.0, Fast Food, 14
Montesini Brick Oven Pizzeria & Restaurant, Evesham Township, NJ, 3.5, Italian, 47
Vietnamese Restaurant, Boise, ID, 4.0, Vietnamese, 20
O'Charley's Restaurant & Bar, St. Louis, MO, 2.5, American, 50
Qdoba Mexican Grill, Philadelphia, PA, 3.0, Mexican, 17
Cuvée 103, Clearwater, FL, 4.5, American, 160
Valeria's Comida Mexicana, Vail, AZ, 4.5, Mexican, 56
Hardee's, Saint Charles, MO, 2.0, Fast Food, 15
A&W Restaurant, White House, TN, 1.5, Fast Food, 11
Five Guys, St. Louis, MO, 3.5, Fast Food, 50
Mil-Lee's Luv-Inn, Yardley, PA, 4.0, American, 83
Bent Rail Brewery, Indianapolis, IN, 3.5, American, 104
Culver's, Manchester, MO, 4.0, Fast Food, 39
Com Tam Thuan Kieu, Tucson, AZ, 4.0, Vietnamese, 267
Tequila's, Nashville, TN, 4.0, Mexican, 174
Sabor Centroamericano, Norristown, PA, 4.0, American, 15
IHOP, Tucson, AZ, 2.5, American, 85
Zaxby's Chicken Fingers & Buffalo Wings, Antioch, TN, 2.5, Fast Food, 47
China King, Hudson, FL, 3.5, Chinese, 19
The Inn At Barley Sheaf Farm, Holicong, PA, 4.5, American, 61
Le Bon Cafe, Santa Barbara, CA, 4.0, American, 5
Kinnaree, Horsham, PA, 4.0, Thai, 30
Boise Fry Company, Meridian, ID, 2.5, Fast Food, 22
Atchafalaya Restaurant, New Orleans, LA, 4.5, Cajun/Creole, 2037
Cap'n Cats Clam Bar & Tavern, Thorofare, NJ, 4.0, American, 115
Moscato's Bella Cucina, St. Petersburg, FL, 3.5, Italian, 69
Agave Bar and Grill, Fishers, IN, 3.5, Mexican, 23
The Breakroom Bar & Grill, Clearwater, FL, 4.5, American, 193
The Big Cheesy Cafe, Nashville, TN, 2.0, Fast Food, 13
Pinnacle Sports Bar & Grill, Meridian, ID, 2.5, American, 98
Nick's Pizza & Pasta, Cinnaminson, NJ, 4.0, Italian, 57
Dairy Queen Grill & Chill, Marrero, LA, 3.0, Fast Food, 18
Luna Grill & Coffee, Pinellas, FL, 5.0, Mediterranean, 14
Montrels Bistro, New Orleans, LA, 1.5, Cajun/Creole, 35
Elliott's On Congress, Tucson, AZ, 4.0, American, 235
Los Catrachos, Metairie, LA, 3.5, American, 20
Subway, Indianapolis, IN, 2.0, Fast Food, 5
Lotus Vietnamese Cuisine, New Orleans, LA, 3.5, Vietnamese, 11
Johnny Manana's, Philadelphia, PA, 2.5, Mexican, 236
Kite & Key, Philadelphia, PA, 3.5, American, 439
Malibu Farm at Miramar, Montecito, CA, 3.5, American, 48
Pasiano's, Philadelphia, PA, 3.5, Italian, 12
Steak ’n Shake, St. Louis, MO, 1.5, Fast Food, 33
Old Chicago Pizza & Taproom, Boise, ID, 3.5, American, 105
Bao Down, Nashville, TN, 4.0, Chinese, 36
Guadalajara Mexican Grill, Tucson, AZ, 3.5, Mexican, 54
P & G Restaurant & Bar, New Orleans, LA, 4.0, Cajun/Creole, 203
Pizza Hut, Hudson, FL, 2.5, Italian, 11
Sonic Drive-In, Boise, ID, 1.5, Fast Food, 20
The Yard, New Orleans, LA, 4.0, Cajun/Creole, 59
Nook, Santa Barbara, CA, 4.0, Mexican, 208
ATL Wings, Tucson, AZ, 3.5, American, 39
Panda Express, Nashville, TN, 3.0, Chinese, 35
Top China, Saint Petersburg, FL, 3.5, Chinese, 20
The Treehouse, Nashville, TN, 4.0, American, 416
Culver's, St. Louis, MO, 4.0, Fast Food, 37
Bourbon Street Drinkery, New Orleans, LA, 4.0, American, 161
Burger King, Seminole, FL, 2.0, Fast Food, 33
Mainline Sushi, Paoli, PA, 5.0, Japanese, 12
Bayshore Breeze, Dunedin, FL, 3.5, American, 15
McDonald's, Trenton, NJ, 2.0, Fast Food, 9
Ruby Tuesday, Warrington Township, PA, 2.5, American, 57
Atlantis Sky Terrace Sushi Bar, Reno, NV, 3.5, Japanese, 471
El Limón, West Chester, PA, 4.0, Mexican, 92
Cali Grill, Tucson, AZ, 3.0, Vietnamese, 61
Gigi's Italian Restaurant, St Petersburg, FL, 3.5, Italian, 146
Thai Town Cuisine, Indianapolis, IN, 4.5, Thai, 217
Harvey's 4th Street Grill, St. Petersburg, FL, 4.0, American, 163
Nam King Restaurant, Boise, ID, 2.0, Chinese, 10
Chicago's Pizza McCordsville, Mccordsville, IN, 3.5, Mexican, 32
Nat's Pizza, Doylestown, PA, 4.0, Italian, 48
